"ncm","excecao","desc","ipi","concat_desc"
"49060000","","Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão; textos manuscritos; reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos. ","NT","Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão; textos manuscritos; reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos."
"49070010","","Notas (papéis-moeda) ","0","Selos postais, fiscais e semelhantes, não obliterados, tendo ou destinando-se a ter curso legal no país em que têm, ou terão, um valor facial reconhecido; papel selado; notas (papéis-moeda); cheques; certificados de ações ou de obrigações e títulos semelhantes. Notas (papéis-moeda)"
"49070020","","Cheques de viagem ","0","Selos postais, fiscais e semelhantes, não obliterados, tendo ou destinando-se a ter curso legal no país em que têm, ou terão, um valor facial reconhecido; papel selado; notas (papéis-moeda); cheques; certificados de ações ou de obrigações e títulos semelhantes. Cheques de viagem"
"49070030","","Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados ","0","Selos postais, fiscais e semelhantes, não obliterados, tendo ou destinando-se a ter curso legal no país em que têm, ou terão, um valor facial reconhecido; papel selado; notas (papéis-moeda); cheques; certificados de ações ou de obrigações e títulos semelhantes. Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados"
"49070090","","Outros ","0","Selos postais, fiscais e semelhantes, não obliterados, tendo ou destinando-se a ter curso legal no país em que têm, ou terão, um valor facial reconhecido; papel selado; notas (papéis-moeda); cheques; certificados de ações ou de obrigações e títulos semelhantes. Outros"
"49081000","","- Decalcomanias vitrificáveis ","0","Decalcomanias de qualquer espécie. - Decalcomanias vitrificáveis"
"49089000","","- Outras ","0","Decalcomanias de qualquer espécie. - Outras"
"49090000","","Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo
ilustrados, mesmo com envelopes, guarnições ou aplicações. ","0","Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo
ilustrados, mesmo com envelopes, guarnições ou aplicações."
"49100000","","Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar. ","6.5","Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar."
"49111010","","Que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona ","0","Outros impressos, incluindo as estampas, gravuras e fotografias. - Impressos publicitários, catálogos comerciais e semelhantes Que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona"
"49111090","","Outros ","0","Outros impressos, incluindo as estampas, gravuras e fotografias. - Impressos publicitários, catálogos comerciais e semelhantes Outros"
"49119100","","-- Estampas, gravuras e fotografias ","0","Outros impressos, incluindo as estampas, gravuras e fotografias. - Outros: -- Estampas, gravuras e fotografias"
"49119100","01","Fotografias tiradas diretamente","NT","Outros impressos, incluindo as estampas, gravuras e fotografias. - Outros: -- Estampas, gravuras e fotografias"
"49119900","","-- Outros ","0","Outros impressos, incluindo as estampas, gravuras e fotografias. - Outros: -- Outros"
"49119900","01","Textos manuscritos ou datilografados, e suas cópias obtidas por meio de papel carbono ou fotocópia","NT","Outros impressos, incluindo as estampas, gravuras e fotografias. - Outros: -- Outros"
"50010000","","Casulos de bicho-da-seda próprios para dobar. ","NT","Casulos de bicho-da-seda próprios para dobar."
"50020000","","Seda crua (não fiada). ","NT","Seda crua (não fiada)."
"50030010","","Não cardados nem penteados ","NT","Desperdícios de seda (incluindo os casulos de bicho-da-seda impróprios para dobar, os desperdícios de fios e os fiapos). Não cardados nem penteados"
"50030090","","Outros ","NT","Desperdícios de seda (incluindo os casulos de bicho-da-seda impróprios para dobar, os desperdícios de fios e os fiapos). Outros"
"50040000","","Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho. ","0","Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho."
"50050000","","Fios de desperdícios de seda, não acondicionados para venda a retalho. ","0","Fios de desperdícios de seda, não acondicionados para venda a retalho."
"50060000","","Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença). ","0","Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença)."
"50071010","","Estampados, tintos ou de fios de diversas cores ","0","Tecidos de seda ou de desperdícios de seda. - Tecidos de bourrette (noil silk) Estampados, tintos ou de fios de diversas cores"
"50071090","","Outros ","0","Tecidos de seda ou de desperdícios de seda. - Tecidos de bourrette (noil silk) Outros"
"50072010","","Estampados, tintos ou de fios de diversas cores ","0","Tecidos de seda ou de desperdícios de seda. - Outros tecidos que contenham pelo menos 85 %, em peso, de seda ou de desperdícios de seda, exceto bourrette (noil silk) Estampados, tintos ou de fios de diversas cores"
"50072090","","Outros ","0","Tecidos de seda ou de desperdícios de seda. - Outros tecidos que contenham pelo menos 85 %, em peso, de seda ou de desperdícios de seda, exceto bourrette (noil silk) Outros"
"50079000","","- Outros tecidos ","0","Tecidos de seda ou de desperdícios de seda. - Outros tecidos"
"51011110","","De finura igual ou superior 22,05 micrômetros (mícrons), mas inferior ou igual a 32,6 micrômetros (mícrons) ","NT","Lã não cardada nem penteada. - Lã suja, incluindo a lã lavada a dorso: -- Lã de tosquia De finura igual ou superior 22,05 micrômetros (mícrons), mas inferior ou igual a 32,6 micrômetros (mícrons)"
"51011190","","Outra ","NT","Lã não cardada nem penteada. - Lã suja, incluindo a lã lavada a dorso: -- Lã de tosquia Outra"
"51011900","","-- Outra ","NT","Lã não cardada nem penteada. - Lã suja, incluindo a lã lavada a dorso: -- Outra"
"51012100","","-- Lã de tosquia ","NT","Lã não cardada nem penteada. - Desengordurada, não carbonizada: -- Lã de tosquia"
"51012900","","-- Outra ","NT","Lã não cardada nem penteada. - Desengordurada, não carbonizada: -- Outra"
"51013000","","- Carbonizada ","NT","Lã não cardada nem penteada. - Carbonizada"
"51021100","","-- De cabra de Caxemira ","NT","Pelos finos ou grosseiros, não cardados nem penteados. - Pelos finos: -- De cabra de Caxemira"
"51021900","","-- Outros ","NT","Pelos finos ou grosseiros, não cardados nem penteados. - Pelos finos: -- Outros"
"51022000","","- Pelos grosseiros ","NT","Pelos finos ou grosseiros, não cardados nem penteados. - Pelos grosseiros"
"51031000","","- Desperdícios da penteação de lã ou de pelos finos ","NT","Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos. - Desperdícios da penteação de lã ou de pelos finos"
"51032000","","- Outros desperdícios de lã ou de pelos finos ","NT","Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos. - Outros desperdícios de lã ou de pelos finos"
"51033000","","- Desperdícios de pelos grosseiros ","NT","Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos. - Desperdícios de pelos grosseiros"
"51040000","","Fiapos de lã ou de pelos finos ou grosseiros. ","NT","Fiapos de lã ou de pelos finos ou grosseiros."
"51051000","","- Lã cardada ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Lã cardada"
"51052100","","-- ""Lã penteada a granel""","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Lã penteada: -- ""Lã penteada a granel"
"51052910","","Tops ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Lã penteada: -- Outra Tops"
"51052991","","De finura inferior a 22,5 micrômetros (mícrons) ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Lã penteada: -- Outra Outras De finura inferior a 22,5 micrômetros (mícrons)"
"51052999","","Outras ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Lã penteada: -- Outra Outras Outras"
"51053100","","-- De cabra de Caxemira ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Pelos finos, cardados ou penteados: -- De cabra de Caxemira"
"51053900","","-- Outros ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Pelos finos, cardados ou penteados: -- Outros"
"51054000","","- Pelos grosseiros, cardados ou penteados ","0","Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lã penteada a granel""). - Pelos grosseiros, cardados ou penteados"
"51061000","","- Que contenham pelo menos 85 %, em peso, de lã ","0","Fios de lã cardada, não acondicionados para venda a retalho. - Que contenham pelo menos 85 %, em peso, de lã"
"51062000","","- Que contenham menos de 85 %, em peso, de lã ","0","Fios de lã cardada, não acondicionados para venda a retalho. - Que contenham menos de 85 %, em peso, de lã"
"51071011","","De dois cabos, de título inferior ou igual a 184,58 decitex por cabo ","0","Fios de lã penteada, não acondicionados para venda a retalho. - Que contenham pelo menos 85 %, em peso, de lã Retorcidos ou retorcidos múltiplos De dois cabos, de título inferior ou igual a 184,58 decitex por cabo"
"51071019","","Outros ","0","Fios de lã penteada, não acondicionados para venda a retalho. - Que contenham pelo menos 85 %, em peso, de lã Retorcidos ou retorcidos múltiplos Outros"
"51071090","","Outros ","0","Fios de lã penteada, não acondicionados para venda a retalho. - Que contenham pelo menos 85 %, em peso, de lã Outros"
"51072000","","- Que contenham menos de 85 %, em peso, de lã ","0","Fios de lã penteada, não acondicionados para venda a retalho. - Que contenham menos de 85 %, em peso, de lã"
"51081000","","- Cardados ","0","Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho. - Cardados"
"51082000","","- Penteados ","0","Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho. - Penteados"
"51091000","","- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos ","0","Fios de lã ou de pelos finos, acondicionados para venda a retalho. - Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos"
"51099000","","- Outros ","0","Fios de lã ou de pelos finos, acondicionados para venda a retalho. - Outros"
"51100000","","Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho. ","0","Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho."
"51111110","","De lã ","0","Tecidos de lã cardada ou de pelos finos cardados. - Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos: -- De peso não superior a 300 g/m2 De lã"
"51111120","","De pelos finos ","0","Tecidos de lã cardada ou de pelos finos cardados. - Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos: -- De peso não superior a 300 g/m2 De pelos finos"
"51111900","","-- Outros ","0","Tecidos de lã cardada ou de pelos finos cardados. - Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos: -- Outros"
"51112000","","- Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais ","0","Tecidos de lã cardada ou de pelos finos cardados. - Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais"
