"ncm","excecao","desc","ipi","concat_desc"
"29034510","","1,1,1,2-Tetrafluoroetano (HFC-134a) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- 1,1,1,2-Tetrafluoroetano (HFC-134a) e 1,1,2,2-tetrafluoroetano (HFC-134) 1,1,1,2-Tetrafluoroetano (HFC-134a)"
"29034520","","1,1,2,2-Tetrafluoroetano (HFC-134) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- 1,1,1,2-Tetrafluoroetano (HFC-134a) e 1,1,2,2-tetrafluoroetano (HFC-134) 1,1,2,2-Tetrafluoroetano (HFC-134)"
"29034600","","-- 1,1,1,2,3,3,3-Heptafluoropropano (HFC-227ea), 1,1,1,2,2,3-hexafluoropropano (HFC-236cb), 1,1,1,2,3,3-hexafluoropropano (HFC-236ea) e 1,1,1,3,3,3-hexafluoropropano (HFC-236fa)","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- 1,1,1,2,3,3,3-Heptafluoropropano (HFC-227ea), 1,1,1,2,2,3-hexafluoropropano (HFC-236cb), 1,1,1,2,3,3-hexafluoropropano (HFC-236ea) e 1,1,1,3,3,3-hexafluoropropano (HFC-236fa"
"29034700","","-- 1,1,1,3,3-Pentafluoropropano (HFC-245fa) e 1,1,2,2,3-pentafluoropropano (HFC-245ca) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- 1,1,1,3,3-Pentafluoropropano (HFC-245fa) e 1,1,2,2,3-pentafluoropropano (HFC-245ca)"
"29034800","","-- 1,1,1,3,3-Pentafluorobutano (HFC-365mfc) e 1,1,1,2,2,3,4,5,5,5-decafluoropentano (HFC-43-10mee) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- 1,1,1,3,3-Pentafluorobutano (HFC-365mfc) e 1,1,1,2,2,3,4,5,5,5-decafluoropentano (HFC-43-10mee)"
"29034900","","-- Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados saturados dos hidrocarbonetos acíclicos: -- Outros"
"29035100","","-- 2,3,3,3-Tetrafluoropropeno (HFO-1234yf), 1,3,3,3-tetrafluoropropeno (HFO-1234ze) e (Z)-1,1,1,4,4,4-hexafluoro-2-buteno (HFO-1336mzz) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados não saturados dos hidrocarbonetos acíclicos: -- 2,3,3,3-Tetrafluoropropeno (HFO-1234yf), 1,3,3,3-tetrafluoropropeno (HFO-1234ze) e (Z)-1,1,1,4,4,4-hexafluoro-2-buteno (HFO-1336mzz)"
"29035910","","1,1,3,3,3-Pentafluoro-2-(trifluorometil)prop-1-eno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados não saturados dos hidrocarbonetos acíclicos: -- Outros 1,1,3,3,3-Pentafluoro-2-(trifluorometil)prop-1-eno"
"29035990","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados fluorados não saturados dos hidrocarbonetos acíclicos: -- Outros Outros"
"29036100","","-- Brometo de metila (bromometano) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados bromados ou iodados dos hidrocarbonetos acíclicos: -- Brometo de metila (bromometano)"
"29036200","","-- Dibrometo de etileno (ISO) (1,2-dibromoetano) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados bromados ou iodados dos hidrocarbonetos acíclicos: -- Dibrometo de etileno (ISO) (1,2-dibromoetano)"
"29036910","","Iodoetano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados bromados ou iodados dos hidrocarbonetos acíclicos: -- Outros Iodoetano"
"29036920","","Iodofórmio ","0","Derivados halogenados dos hidrocarbonetos. - Derivados bromados ou iodados dos hidrocarbonetos acíclicos: -- Outros Iodofórmio"
"29036990","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados bromados ou iodados dos hidrocarbonetos acíclicos: -- Outros Outros"
"29037100","","-- Clorodifluorometano (HCFC-22) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Clorodifluorometano (HCFC-22)"
"29037200","","-- Diclorotrifluoroetanos (HCFC-123) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Diclorotrifluoroetanos (HCFC-123)"
"29037300","","-- Diclorofluoroetanos (HCFC-141, 141b) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Diclorofluoroetanos (HCFC-141, 141b)"
"29037400","","-- Clorodifluoroetanos (HCFC-142, 142b) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Clorodifluoroetanos (HCFC-142, 142b)"
"29037500","","-- Dicloropentafluoropropanos (HCFC-225, 225ca, 225cb) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Dicloropentafluoropropanos (HCFC-225, 225ca, 225cb)"
"29037600","","-- Bromoclorodifluorometano (halon-1211), bromotrifluorometano (halon-1301) e
dibromotetrafluoroetanos (halon-2402) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Bromoclorodifluorometano (halon-1211), bromotrifluorometano (halon-1301) e
dibromotetrafluoroetanos (halon-2402)"
"29037711","","Triclorofluorometano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do metano, unicamente com flúor e cloro Triclorofluorometano"
"29037712","","Diclorodifluorometano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do metano, unicamente com flúor e cloro Diclorodifluorometano"
"29037713","","Clorotrifluorometano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do metano, unicamente com flúor e cloro Clorotrifluorometano"
"29037721","","Triclorotrifluoroetanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do etano, unicamente com flúor e cloro Triclorotrifluoroetanos"
"29037722","","Diclorotetrafluoroetanos e cloropentafluoroetano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do etano, unicamente com flúor e cloro Diclorotetrafluoroetanos e cloropentafluoroetano"
"29037723","","Pentaclorofluoroetano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do etano, unicamente com flúor e cloro Pentaclorofluoroetano"
"29037724","","Tetraclorodifluoroetanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do etano, unicamente com flúor e cloro Tetraclorodifluoroetanos"
"29037731","","Heptaclorofluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Heptaclorofluoropropanos"
"29037732","","Hexaclorodifluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Hexaclorodifluoropropanos"
"29037733","","Pentaclorotrifluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Pentaclorotrifluoropropanos"
"29037734","","Tetraclorotetrafluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Tetraclorotetrafluoropropanos"
"29037735","","Tricloropentafluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Tricloropentafluoropropanos"
"29037736","","Dicloroexafluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Dicloroexafluoropropanos"
"29037737","","Cloroeptafluoropropanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Derivados peralogenados do propano, unicamente com flúor e cloro Cloroeptafluoropropanos"
"29037790","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros, peralogenados unicamente com flúor e cloro Outros"
"29037800","","-- Outros derivados peralogenados ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros derivados peralogenados"
"29037911","","Clorofluoroetanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Derivados do metano, etano ou propano, halogenados unicamente com flúor e cloro Clorofluoroetanos"
"29037912","","Clorotetrafluoroetanos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Derivados do metano, etano ou propano, halogenados unicamente com flúor e cloro Clorotetrafluoroetanos"
"29037919","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Derivados do metano, etano ou propano, halogenados unicamente com flúor e cloro Outros"
"29037920","","Derivados do metano, etano ou propano, halogenados unicamente com flúor e bromo ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Derivados do metano, etano ou propano, halogenados unicamente com flúor e bromo"
"29037931","","Halotano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Bromoclorotrifluoroetanos Halotano"
"29037939","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Bromoclorotrifluoroetanos Outros"
"29037990","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes: -- Outros Outros"
"29038110","","Lindano (gama-hexaclorocicloexano) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI) Lindano (gama-hexaclorocicloexano)"
"29038120","","alfa-Hexaclorocicloexano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI) alfa-Hexaclorocicloexano"
"29038130","","beta-Hexaclorocicloexano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI) beta-Hexaclorocicloexano"
"29038190","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI) Outros"
"29038210","","Aldrin ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Aldrin (ISO), clordano (ISO) e heptacloro (ISO) Aldrin"
"29038220","","Clordano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Aldrin (ISO), clordano (ISO) e heptacloro (ISO) Clordano"
"29038230","","Heptacloro ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Aldrin (ISO), clordano (ISO) e heptacloro (ISO) Heptacloro"
"29038300","","-- Mirex (ISO) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Mirex (ISO)"
"29038910","","Hexabromociclododecano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Hexabromociclododecano"
"29038990","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Outros"
"29039110","","Clorobenzeno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Clorobenzeno, o-diclorobenzeno e p-diclorobenzeno Clorobenzeno"
"29039120","","o-Diclorobenzeno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Clorobenzeno, o-diclorobenzeno e p-diclorobenzeno o-Diclorobenzeno"
"29039130","","p-Diclorobenzeno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Clorobenzeno, o-diclorobenzeno e p-diclorobenzeno p-Diclorobenzeno"
"29039210","","Hexaclorobenzeno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Hexaclorobenzeno (ISO) e DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro-2,2-bis(p-clorofenil)etano) Hexaclorobenzeno"
"29039220","","DDT ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Hexaclorobenzeno (ISO) e DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro-2,2-bis(p-clorofenil)etano) DDT"
"29039300","","-- Pentaclorobenzeno (ISO) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Pentaclorobenzeno (ISO)"
"29039400","","-- Hexabromobifenilas ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Hexabromobifenilas"
"29039911","","Cloreto de benzila ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Cloreto de benzila"
"29039912","","p-Clorotolueno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro p-Clorotolueno"
"29039913","","Cloreto de neofila ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Cloreto de neofila"
"29039914","","Triclorobenzenos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Triclorobenzenos"
"29039915","","Cloronaftalenos ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Cloronaftalenos"
"29039916","","Cloreto de benzilideno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Cloreto de benzilideno"
"29039917","","Cloretos de xilila ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Cloretos de xilila"
"29039918","","Bifenilas policloradas (PCB); terfenilas policloradas (PCT) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Bifenilas policloradas (PCB); terfenilas policloradas (PCT)"
"29039919","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com cloro Outros"
"29039921","","Bromobenzeno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com bromo Bromobenzeno"
"29039922","","Brometos de xilila ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com bromo Brometos de xilila"
"29039923","","Bromodifenilmetano ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com bromo Bromodifenilmetano"
"29039924","","Bifenilas polibromadas (PBB) ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com bromo Bifenilas polibromadas (PBB)"
"29039929","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com bromo Outros"
"29039931","","4-Cloro-alfa,alfa,alfa-trifluortolueno ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com flúor e cloro 4-Cloro-alfa,alfa,alfa-trifluortolueno"
"29039939","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Derivados halogenados, unicamente com flúor e cloro Outros"
"29039990","","Outros ","0","Derivados halogenados dos hidrocarbonetos. - Derivados halogenados dos hidrocarbonetos aromáticos: -- Outros Outros"
"29041011","","Ácido metanossulfônico ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido metanossulfônico e seus sais Ácido metanossulfônico"
"29041012","","Metanossulfonato de chumbo ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido metanossulfônico e seus sais Metanossulfonato de chumbo"
"29041013","","Metanossulfonato de estanho ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido metanossulfônico e seus sais Metanossulfonato de estanho"
"29041019","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido metanossulfônico e seus sais Outros"
"29041020","","Ácido dodecilbenzenossulfônico e seus sais ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido dodecilbenzenossulfônico e seus sais"
"29041030","","Ácidos toluenossulfônicos; ácidos xilenossulfônicos; sais destes ácidos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácidos toluenossulfônicos; ácidos xilenossulfônicos; sais destes ácidos"
"29041040","","Ácido etanossulfônico; ácido etilenossulfônico ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido etanossulfônico; ácido etilenossulfônico"
"29041051","","Naftalenossulfonatos de sódio ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácidos naftalenossulfônicos, seus sais e seus ésteres Naftalenossulfonatos de sódio"
"29041052","","Ácido beta-naftalenossulfônico ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácidos naftalenossulfônicos, seus sais e seus ésteres Ácido beta-naftalenossulfônico"
"29041053","","Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácidos naftalenossulfônicos, seus sais e seus ésteres Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos"
"29041059","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácidos naftalenossulfônicos, seus sais e seus ésteres Outros"
"29041060","","Ácido benzenossulfônico e seus sais ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Ácido benzenossulfônico e seus sais"
"29041090","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas sulfonados, seus sais e seus ésteres etílicos Outros"
"29042010","","Mononitrotoluenos (MNT) ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Mononitrotoluenos (MNT)"
"29042020","","Nitropropanos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Nitropropanos"
"29042030","","Dinitrotoluenos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Dinitrotoluenos"
"29042041","","2,4,6-Trinitrotolueno (TNT) ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Trinitrotoluenos 2,4,6-Trinitrotolueno (TNT)"
"29042049","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Trinitrotoluenos Outros"
"29042051","","Nitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Derivados nitrados do benzeno Nitrobenzeno"
"29042052","","1,3,5-Trinitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Derivados nitrados do benzeno 1,3,5-Trinitrobenzeno"
"29042059","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Derivados nitrados do benzeno Outros"
"29042060","","Derivados nitrados do xileno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Derivados nitrados do xileno"
"29042070","","Mononitroetano; nitrometanos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Mononitroetano; nitrometanos"
"29042090","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Derivados apenas nitrados ou apenas nitrosados Outros"
"29043100","","-- Ácido perfluoroctano sulfônico ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Ácido perfluoroctano sulfônico"
"29043200","","-- Perfluoroctanossulfonato de amônio ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Perfluoroctanossulfonato de amônio"
"29043300","","-- Perfluoroctanossulfonato de lítio ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Perfluoroctanossulfonato de lítio"
"29043400","","-- Perfluoroctanossulfonato de potássio ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Perfluoroctanossulfonato de potássio"
"29043500","","-- Outros sais do ácido perfluoroctano sulfônico ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Outros sais do ácido perfluoroctano sulfônico"
"29043600","","-- Fluoreto de perfluoroctanossulfonila ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila: -- Fluoreto de perfluoroctanossulfonila"
"29049100","","-- Tricloronitrometano (cloropicrina) ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Tricloronitrometano (cloropicrina)"
"29049911","","1-Cloro-4-nitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados 1-Cloro-4-nitrobenzeno"
"29049912","","1-Cloro-2,4-dinitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados 1-Cloro-2,4-dinitrobenzeno"
"29049913","","2-Cloro-1,3-dinitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados 2-Cloro-1,3-dinitrobenzeno"
"29049914","","4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados 4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno"
